service,field_name,type,is_enum,possible_values,values_source,operators,dependency_index_entity,in_direct_vars
emr,ActionOnFailure,string,Yes,"TERMINATE_JOB_FLOW, TERMINATE_CLUSTER, CANCEL_AND_WAIT, CONTINUE",direct_vars,"equals, not_equals, contains, in",emr.step_action_on_failure,Yes
emr,AuthMode,string,Yes,"SSO, IAM",direct_vars,"equals, not_equals, in, not_in",emr.studio_auth_mode,Yes
emr,ExecutionStatusDetail,string,Yes,"FAILED, FAILING, FINISHED, FINISHING, RUNNING, STARTING, START_PENDING, STOPPED, STOPPING, STOP_PENDING",boto3_deps,"equals, not_equals, in, not_in",emr.job_flow_execution_status_detail,Yes
emr,IdcUserAssignment,string,Yes,"REQUIRED, OPTIONAL",direct_vars,"equals, not_equals, contains, in",emr.studio_idc_user_assignment,Yes
emr,IdentityType,string,Yes,"USER, GROUP",direct_vars,"equals, exists, in, not_equals",emr.session_mapping_identity_type,Yes
emr,InstanceCollectionType,string,Yes,"INSTANCE_FLEET, INSTANCE_GROUP",direct_vars,"equals, not_equals, contains, in",emr.cluster_instance_collection_type,Yes
emr,InstanceFleetType,string,Yes,"MASTER, CORE, TASK",direct_vars,"equals, not_equals, contains, in",emr.instance_fleet_instance_fleet_type,Yes
emr,InstanceGroupType,string,Yes,"MASTER, CORE, TASK",direct_vars,"equals, not_equals, contains, in",emr.instance_group_instance_group_type,Yes
emr,Market,string,Yes,"ON_DEMAND, SPOT",direct_vars,"equals, not_equals, contains, in",emr.instance_group_market,Yes
emr,OutputNotebookFormat,string,Yes,HTML,direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",emr.notebook_execution_output_notebook_format,Yes
emr,PersistentAppUIStatus,string,Yes,"FAILED, FAILING, FINISHED, FINISHING, RUNNING, STARTING, START_PENDING, STOPPED, STOPPING, STOP_PENDING",boto3_deps,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",emr.persistent_app_ui_persistent_app_ui_status,Yes
emr,RepoUpgradeOnBoot,string,Yes,"SECURITY, NONE",direct_vars,"equals, not_equals, contains, in",emr.cluster_repo_upgrade_on_boot,Yes
emr,ScaleDownBehavior,string,Yes,"TERMINATE_AT_INSTANCE_HOUR, TERMINATE_AT_TASK_COMPLETION",direct_vars,"equals, not_equals, contains, in",emr.job_flow_scale_down_behavior,Yes
emr,ScalingStrategy,string,Yes,"DEFAULT, ADVANCED",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",emr.managed_scaling_policy_scaling_strategy,Yes
emr,Status,string,Yes,"START_PENDING, STARTING, RUNNING, FINISHING, FINISHED, FAILING, FAILED, STOP_PENDING, STOPPING, STOPPED",direct_vars,"equals, not_equals, in, not_in",emr.cluster_status,Yes
emr,Type,string,Yes,"CORE, GROUP, INSTANCE_FLEET, INSTANCE_GROUP, MASTER, TASK, USER",boto3_deps,"equals, not_equals, contains, in",emr.supported_instance_typ_type,Yes
emr-containers,failureReason,string,Yes,"INTERNAL_ERROR, USER_ERROR, VALIDATION_ERROR, CLUSTER_UNAVAILABLE",direct_vars,"equals, not_equals, contains, in",emr-containers.job_run_failure_reason,Yes
emr-containers,state,string,Yes,"RUNNING, TERMINATING, TERMINATED, ARRESTED",direct_vars,"equals, not_equals, in, not_in",emr-containers.virtual_cluster_state,Yes
emr-containers,stateDetails,string,Yes,"ACTIVE, ARRESTED, CANCELLED, CANCEL_PENDING, COMPLETED, CREATING, FAILED, PENDING, RUNNING, SUBMITTED, TERMINATED, TERMINATED_WITH_ERRORS, TERMINATING",boto3_deps,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",emr-containers.job_run_state_details,Yes
emr-containers,Statement,array,Yes,"ACTIVE, ARRESTED, CANCELLED, CANCEL_PENDING, COMPLETED, CREATING, FAILED, PENDING, RUNNING, SUBMITTED, TERMINATED, TERMINATED_WITH_ERRORS, TERMINATING",boto3_deps,contains,emr-containers.job_run_retry_policy_execution,Yes
emr-serverless,architecture,string,Yes,"ARM64, X86_64",direct_vars,"equals, not_equals, contains, in",emr-serverless.application_architecture,Yes
emr-serverless,mode,string,Yes,"BATCH, STREAMING",direct_vars,"equals, not_equals, contains, in",emr-serverless.job_run_mode,Yes
emr-serverless,state,string,Yes,"CREATING, CREATED, STARTING, STARTED, STOPPING, STOPPED, TERMINATED",direct_vars,"equals, not_equals, in, not_in",emr-serverless.application_state,Yes
emr-serverless,stateDetails,string,Yes,"CANCELLED, CANCELLING, CREATED, CREATING, FAILED, PENDING, QUEUED, RUNNING, SCHEDULED, STARTED, STARTING, STOPPED, STOPPING, SUBMITTED, SUCCESS, TERMINATED",boto3_deps,"equals, not_equals, in, not_in",emr-serverless.application_state_details,Yes
emr-serverless,Statement,array,Yes,"CANCELLED, CANCELLING, CREATED, CREATING, FAILED, PENDING, QUEUED, RUNNING, SCHEDULED, STARTED, STARTING, STOPPED, STOPPING, SUBMITTED, SUCCESS, TERMINATED",boto3_deps,contains,emr-serverless.job_run_execution_iam_policy,Yes
entityresolution,jobType,,Yes,"ADDRESS, ADDRESS_CITY, ADDRESS_COUNTRY, ADDRESS_POSTALCODE, ADDRESS_STATE, ADDRESS_STREET1, ADDRESS_STREET2, ADDRESS_STREET3, BATCH, DATE, DELETE_ONLY, EMAIL_ADDRESS, INCREMENTAL, IPV4, IPV6, MAID, NAME, NAME_FIRST, NAME_LAST, NAME_MIDDLE, PHONE, PHONE_COUNTRYCODE, PHONE_NUMBER, PROVIDER_ID, SOURCE, STRING, TARGET, UNIQUE_ID",boto3_deps,"equals, not_equals, contains, in",entityresolution.output_source_config_job_type,Yes
entityresolution,providerServiceType,string,Yes,"ASSIGNMENT, ID_MAPPING",direct_vars,"equals, exists, in, not_equals",entityresolution.provider_service_summary_provider_service_type,Yes
entityresolution,resolutionType,string,Yes,"RULE_MATCHING, ML_MATCHING, PROVIDER",direct_vars,"equals, not_equals, in, not_in",entityresolution.workflow_summary_resolution_type,Yes
entityresolution,status,string,Yes,"RUNNING, SUCCEEDED, FAILED, QUEUED",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",entityresolution.job_status,Yes
entityresolution,subType,string,Yes,"ADDRESS, ADDRESS_CITY, ADDRESS_COUNTRY, ADDRESS_POSTALCODE, ADDRESS_STATE, ADDRESS_STREET1, ADDRESS_STREET2, ADDRESS_STREET3, DATE, EMAIL_ADDRESS, IPV4, IPV6, MAID, NAME, NAME_FIRST, NAME_LAST, NAME_MIDDLE, PHONE, PHONE_COUNTRYCODE, PHONE_NUMBER, PROVIDER_ID, SOURCE, STRING, TARGET, UNIQUE_ID",boto3_deps,"equals, not_equals, contains, in",entityresolution.mapped_input_field_sub_type,Yes
entityresolution,type,string,Yes,"SOURCE, TARGET",direct_vars,"equals, in, not_equals",entityresolution.id_namespace_summary_type,Yes
entityresolution,Status,string,Yes,"FAILED, QUEUED, RUNNING, SUCCEEDED",boto3_deps,"equals, not_equals, in",entityresolution.provider_configuration_definition_provider_configuration_definition,Yes
es,AutoTuneType,string,Yes,SCHEDULED_ACTION,direct_vars,"equals, not_equals, contains, in",es.auto_tun_auto_tune_type,Yes
es,ConfigChangeStatus,string,Yes,"Pending, Initializing, Validating, ValidationFailed, ApplyingChanges, Completed, PendingUserInput, Cancelled",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",es.change_progress_statu_config_change_status,Yes
es,ConnectionStatus,string,Yes,"ACTIVE, COMPLETED, CREATE_FAILED, CREATING, DELETE_FAILED, DELETING, FAILED, PENDING, PROCESSING, UPDATE_FAILED, UPDATING",boto3_deps,"equals, not_equals, in, not_in",es.cross_cluster_search_connection_connection_status,Yes
es,DomainPackageStatus,string,Yes,"ASSOCIATING, ASSOCIATION_FAILED, ACTIVE, DISSOCIATING, DISSOCIATION_FAILED",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",es.domain_package_details_list_domain_package_status,Yes
es,DomainProcessingStatus,string,Yes,"Creating, Active, Modifying, UpgradingEngineVersion, UpdatingServiceSoftware, Isolated, Deleting",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",es.domain_statu_domain_processing_status,Yes
es,DomainStatusList,,Yes,"ACTIVE, COMPLETED, CREATE_FAILED, CREATING, DELETE_FAILED, DELETING, FAILED, PENDING, PROCESSING, UPDATE_FAILED, UPDATING",boto3_deps,"equals, not_equals, gt, lt, gte, lte",es.domain_status_list_domain_status_list,Yes
es,ElasticsearchInstanceType,string,Yes,"m3.medium.elasticsearch, m3.large.elasticsearch, m3.xlarge.elasticsearch, m3.2xlarge.elasticsearch, m4.large.elasticsearch, m4.xlarge.elasticsearch, m4.2xlarge.elasticsearch, m4.4xlarge.elasticsearch, m4.10xlarge.elasticsearch, m5.large.elasticsearch, m5.xlarge.elasticsearch, m5.2xlarge.elasticsearch, m5.4xlarge.elasticsearch, m5.12xlarge.elasticsearch, r5.large.elasticsearch, r5.xlarge.elasticsearch, r5.2xlarge.elasticsearch, r5.4xlarge.elasticsearch, r5.12xlarge.elasticsearch, c5.large.elasticsearch, c5.xlarge.elasticsearch, c5.2xlarge.elasticsearch, c5.4xlarge.elasticsearch, c5.9xlarge.elasticsearch, c5.18xlarge.elasticsearch, ultrawarm1.medium.elasticsearch, ultrawarm1.large.elasticsearch, t2.micro.elasticsearch, t2.small.elasticsearch, t2.medium.elasticsearch, r3.large.elasticsearch, r3.xlarge.elasticsearch, r3.2xlarge.elasticsearch, r3.4xlarge.elasticsearch, r3.8xlarge.elasticsearch, i2.xlarge.elasticsearch, i2.2xlarge.elasticsearch, d2.xlarge.elasticsearch, d2.2xlarge.elasticsearch, d2.4xlarge.elasticsearch, d2.8xlarge.elasticsearch, c4.large.elasticsearch, c4.xlarge.elasticsearch, c4.2xlarge.elasticsearch, c4.4xlarge.elasticsearch, c4.8xlarge.elasticsearch, r4.large.elasticsearch, r4.xlarge.elasticsearch, r4.2xlarge.elasticsearch, r4.4xlarge.elasticsearch, r4.8xlarge.elasticsearch, r4.16xlarge.elasticsearch, i3.large.elasticsearch, i3.xlarge.elasticsearch, i3.2xlarge.elasticsearch, i3.4xlarge.elasticsearch, i3.8xlarge.elasticsearch, i3.16xlarge.elasticsearch",direct_vars,"equals, not_equals, in, not_in",es.reserved_elasticsearch_instance_offering_elasticsearch_instance_type,Yes
es,EngineType,string,Yes,"OpenSearch, Elasticsearch",direct_vars,"equals, not_equals, in, not_in",es.domain_nam_engine_type,Yes
es,InitiatedBy,string,Yes,"CUSTOMER, SERVICE",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",es.change_progress_statu_initiated_by,Yes
es,PackageStatus,string,Yes,"COPYING, COPY_FAILED, VALIDATING, VALIDATION_FAILED, AVAILABLE, DELETING, DELETED, DELETE_FAILED",direct_vars,"equals, not_equals, in, not_in",es.package_details_list_package_status,Yes
es,PackageType,string,Yes,TXT-DICTIONARY,direct_vars,"equals, not_equals, in, not_in",es.package_details_list_package_type,Yes
es,PaymentOption,string,Yes,"ALL_UPFRONT, PARTIAL_UPFRONT, NO_UPFRONT",direct_vars,"equals, not_equals, contains, in",es.reserved_elasticsearch_instance_offering_payment_option,Yes
es,Principal,string,Yes,"AWS_ACCOUNT, AWS_SERVICE",boto3_deps,"equals, not_equals, contains, in",es.authorized_principal_list_principal,Yes
es,PrincipalType,string,Yes,"AWS_ACCOUNT, AWS_SERVICE",direct_vars,"equals, not_equals, contains, in",es.authorized_principal_list_principal_type,Yes
es,Processing,string,Yes,"Active, Creating, Deleting, Isolated, Modifying, UpdatingServiceSoftware, UpgradingEngineVersion",boto3_deps,"equals, not_equals, contains, in",es.domain_statu_processing,Yes
es,Status,string,Yes,"CREATING, CREATE_FAILED, ACTIVE, UPDATING, UPDATE_FAILED, DELETING, DELETE_FAILED",direct_vars,"equals, not_equals, in, not_in",es.vpc_endpoint_summary_list_status,Yes
es,UpgradeStatus,string,Yes,"IN_PROGRESS, SUCCEEDED, SUCCEEDED_WITH_ISSUES, FAILED",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",es.upgrade_history_upgrade_status,Yes
es,UpgradeStep,string,Yes,"PRE_UPGRADE_CHECK, SNAPSHOT, UPGRADE",boto3_deps,"equals, not_equals, in, not_in",,No
es,StepStatus,string,Yes,"FAILED, IN_PROGRESS, SUCCEEDED, SUCCEEDED_WITH_ISSUES",boto3_deps,"equals, not_equals, in, not_in",,No
eventbridge,ApiDestinationState,string,Yes,"ACTIVE, INACTIVE",direct_vars,"equals, exists, in, not_equals",events.api_destination_api_destination_state,Yes
eventbridge,AuthorizationType,string,Yes,"BASIC, OAUTH_CLIENT_CREDENTIALS, API_KEY",direct_vars,"equals, not_equals, in, not_in",events.connection_authorization_type,Yes
eventbridge,ConnectionState,string,Yes,"CREATING, UPDATING, DELETING, AUTHORIZED, DEAUTHORIZED, AUTHORIZING, DEAUTHORIZING, ACTIVE, FAILED_CONNECTIVITY",direct_vars,"equals, not_equals, in, not_in",events.connection_connection_state,Yes
eventbridge,HttpMethod,string,Yes,"POST, GET, HEAD, OPTIONS, PUT, PATCH, DELETE",direct_vars,"equals, not_equals, contains, in",events.api_destination_http_method,Yes
eventbridge,State,string,Yes,"ENABLED, DISABLED, CREATING, UPDATING, CREATE_FAILED, UPDATE_FAILED",direct_vars,"equals, not_equals, in, not_in",events.archiv_state,Yes
events,ApiDestinationState,string,Yes,"ACTIVE, INACTIVE",direct_vars,"equals, exists, in, not_equals",events.api_destination_api_destination_state,Yes
events,AuthorizationType,string,Yes,"BASIC, OAUTH_CLIENT_CREDENTIALS, API_KEY",direct_vars,"equals, not_equals, in, not_in",events.connection_authorization_type,Yes
events,ConnectionState,string,Yes,"CREATING, UPDATING, DELETING, AUTHORIZED, DEAUTHORIZED, AUTHORIZING, DEAUTHORIZING, ACTIVE, FAILED_CONNECTIVITY",direct_vars,"equals, not_equals, in, not_in",events.connection_connection_state,Yes
events,Destination,,Yes,"ACTIVE, INACTIVE",boto3_deps,"equals, not_equals, gt, lt, gte, lte",events.destination_destination,Yes
events,HttpMethod,string,Yes,"POST, GET, HEAD, OPTIONS, PUT, PATCH, DELETE",direct_vars,"equals, not_equals, contains, in",events.api_destination_http_method,Yes
events,State,string,Yes,"ENABLED, DISABLED, CREATING, UPDATING, CREATE_FAILED, UPDATE_FAILED",direct_vars,"equals, not_equals, in, not_in",events.archiv_state,Yes
events,StateReason,string,Yes,"ACTIVE, CANCELLED, CANCELLING, COMPLETED, CREATE_FAILED, CREATING, DELETED, DELETE_FAILED, DELETING, DISABLED, ENABLED, ENABLED_WITH_ALL_CLOUDTRAIL_MANAGEMENT_EVENTS, FAILED, PENDING, RUNNING, STARTING, UPDATE_FAILED, UPDATING",boto3_deps,"equals, not_equals, in, not_in",events.archiv_state_reason,Yes
events,Statement,array,Yes,"ACTIVE, CANCELLED, CANCELLING, COMPLETED, CREATE_FAILED, CREATING, DELETED, DELETE_FAILED, DELETING, DISABLED, ENABLED, ENABLED_WITH_ALL_CLOUDTRAIL_MANAGEMENT_EVENTS, FAILED, PENDING, RUNNING, STARTING, UPDATE_FAILED, UPDATING",boto3_deps,contains,events.event_bus_policy,Yes
evidently,evaluationStrategy,string,Yes,"ALL_RULES, DEFAULT_VARIATION",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",evidently.feature_evaluation_strategy,Yes
evidently,reportName,string,Yes,BayesianInference,direct_vars,"equals, not_equals, contains, in",evidently.report_report_name,Yes
evidently,status,string,Yes,"AVAILABLE, UPDATING",direct_vars,"equals, in, not_equals",evidently.project_status,Yes
evidently,statusReason,string,Yes,"AVAILABLE, CANCELLED, COMPLETED, CREATED, RUNNING, UPDATING",boto3_deps,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",evidently.experiment_status_reason,Yes
evidently,type,string,Yes,aws.evidently.onlineab,direct_vars,"equals, not_equals, contains, in",evidently.experiment_type,Yes
evidently,valueType,string,Yes,"STRING, LONG, DOUBLE, BOOLEAN",direct_vars,"equals, not_equals, contains, in",evidently.feature_value_type,Yes
evidently,resultStat,string,Yes,"ConfidenceIntervalLowerBound, ConfidenceIntervalUpperBound, Mean, PValue, TreatmentEffect",boto3_deps,"equals, not_equals, in, not_in",,No
evs,environment,,Yes,"CREATED, CREATE_FAILED, CREATING, DELETED, DELETING, FAILED, PASSED, UNKNOWN",boto3_deps,"equals, not_equals, contains, in",evs.environment_environment,Yes
evs,environmentState,string,Yes,"CREATING, CREATED, DELETING, DELETED, CREATE_FAILED",direct_vars,"equals, not_equals, in, not_in",evs.environment_summary_environment_state,Yes
evs,environmentStatus,string,Yes,"PASSED, FAILED, UNKNOWN",direct_vars,"equals, not_equals, in, not_in",evs.environment_summary_environment_status,Yes
evs,hostState,string,Yes,"CREATING, CREATED, UPDATING, DELETING, DELETED, CREATE_FAILED, UPDATE_FAILED",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",evs.environment_host_host_state,Yes
evs,instanceType,string,Yes,i4i.metal,direct_vars,"equals, not_equals, contains, in",evs.environment_host_instance_type,Yes
evs,vcfVersion,string,Yes,VCF-5.2.1,direct_vars,"equals, not_equals, contains, in",evs.environment_summary_vcf_version,Yes
evs,vlanState,string,Yes,"CREATING, CREATED, DELETING, DELETED, CREATE_FAILED",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",evs.environment_vlan_vlan_state,Yes
fargate,agentUpdateStatus,string,Yes,"PENDING, STAGING, STAGED, UPDATING, UPDATED, FAILED",direct_vars,"equals, not_equals, in, not_in",ecs.container_instanc_agent_update_status,Yes
fargate,availabilityZoneRebalancing,string,Yes,"ENABLED, DISABLED",direct_vars,"equals, not_equals, contains, in",ecs.servic_availability_zone_rebalancing,Yes
fargate,connectivity,string,Yes,"CONNECTED, DISCONNECTED",direct_vars,"equals, not_equals, contains, in",ecs.task_connectivity,Yes
fargate,launchType,string,Yes,"EC2, FARGATE, EXTERNAL, MANAGED_INSTANCES",direct_vars,"equals, not_equals, contains, in",ecs.service_revision_launch_type,Yes
fargate,lifecycleStage,array,Yes,"RECONCILE_SERVICE, PRE_SCALE_UP, SCALE_UP, POST_SCALE_UP, TEST_TRAFFIC_SHIFT, POST_TEST_TRAFFIC_SHIFT, PRODUCTION_TRAFFIC_SHIFT, POST_PRODUCTION_TRAFFIC_SHIFT, BAKE_TIME, CLEAN_UP",direct_vars,"equals, not_equals, contains, in",ecs.service_deployment_lifecycle_stage,Yes
fargate,name,string,Yes,"serviceLongArnFormat, taskLongArnFormat, containerInstanceLongArnFormat, awsvpcTrunking, containerInsights, fargateFIPSMode, tagResourceAuthorization, fargateTaskRetirementWaitPeriod, guardDutyActivate, defaultLogDriverMode",direct_vars,"contains, equals, in, not_equals",ecs.capacity_provider_name,Yes
